,工作标题,薪资,城市,地区,年限,学历,职限,职位详情,具体地点,公司名字,公司情况,职位标签,公司标签
52,数据分析师,13k-18k,广州,天河区,3-5年,本科,全职,"专业素质要求： 
1、掌握SQL数据库的基本操作，能够使用SQL进行数据分析，熟悉存储过程编写能力优先； 
2、数量使用excel进行基本的数据分析和可视化展示； 
3、具具备较强的文字功底，能够通过图文结合方式清晰展现分析成果； 
4、熟悉电力营销计量专业基本业务知识优先； 
5、熟练使用BI工具/脚本语言（python、R等）进行数据分析及可视化展示优先。 
6、诚实守信、作风踏实严谨、责任心强；具备良好团队协作能力精神；学习能力强，善于解决复杂问题 

主要工作： 
1.进行计量或营销系统数据分析工作； 
2.编制数据分析汇报PPT工作 
3.领导安排的其他工作;",广州-黄埔区-广东省广州市黄埔区光谱中路云升科学园D座3A01,联合电服该企业已上传营业执照并通过资质验证审核,物联网 / 不需要融资 / 500-2000人,"['数据挖掘', '互联网', '车联网']",“正编+五险一金+每年调薪+年终奖+行政班”
53,数据分析师,15k-25k,广州,黄埔区,3-5年,本科,全职,"工作职责：1.基于数据分析，拆解现有产品业务，发现业务洼地，能够提供清晰实用的分析和业务优化方法，数据驱动业务快速迭代，辅助业务团队科学决策，协助达成商业目标；2.构建业务分析体系，监控运营状况；运用数据分析，与大数据算法、数仓同事深度合作，解决业务的核心痛点和难点；3.从指标体系监控，能够帮助业务看清业务发展的趋势，及时发现存在的问题和机会，进行分析和给出预期诊断，提示可能性风险及策略方法。深入理解产品和业务，持续监控运营和产品改进效果，为业务部门提供业务优化建议。任职资格：
1.3年以上相关工作经验（数据分析、决策支持、数据挖掘），有产品、运营、用户相关业务分析经验，有汽车销售行业经验值优先；2.具备良好的沟通能力、理解能力、数据敏感度、团队合作精神、抗压能力，较强的学习能力。",广州-海珠区-新港西路135号中山大学国家大学科技园B座14楼,蓝月亮该企业已上传营业执照并通过资质验证审核,制造业 / 不需要融资 / 2000人以上,"['数据服务｜咨询', '电商平台', 'SQL', 'Python', 'MySQL']",“周末双休 五险一金 带薪年假”
54,python数据分析师（英语流利）,20k-30k,广州,珠江新城,3-5年,本科,全职,"岗位职能： 
•提供合规业务分析和模型的设计、开发和维护方面的专业知识; 
支持改进支持FCR/FCTM模型部署的系统和数据基础设施。 
•按照工程和质量标准，确保按时交付。 
根据区域计划提供分析工作(数据质量审查和改进，模型校准，在需要时开发和实施本地偏差/特性); 

岗位要求： 
•金融、数学、风险管理、统计学、IT或相关专业本科及以上学历，3年以上工作经验，有银行业工作经验者优先; 
精通Python并有相关经验，或对最近的机器学习技术有强烈的兴趣 
•较强的分析和统计能力，能够组织和分析多个复杂的数据集，得出清晰的商业结论，并向非科学的利益相关者清晰地展示; 
良好的数据库技能，包括使用高级数据集，高级数据库和统计函数和方法; 
熟练使用SAS、SQL、大数据(Hadoop)、可视化工具(Tableau、Qlikview、Spotfire)和Excel(高级)优先; 
良好的英语听说读写；",广州-天河区-石牌桥地铁站附近,广发银行信用卡中心该企业已上传营业执照并通过资质验证审核,金融业 / 不需要融资 / 2000人以上,"['金融业', '电商平台', 'SQL', 'SQL Server']",“六险一金 带薪年假 周末双休 提供食堂”
55,数据分析师,10k-20k,广州,珠江新城,3-5年,本科,全职,"岗位职责： 
1、掌握多个系统的存储信息及数据结构，根据业务需求独立输出各类数据报表（含数据清洗） 
2、建立各个业务环节工作预警，及时对相关数据异常情况提前预警 
3、基于对业务的深入理解，独立承担数据分析任务，为运营或营销提供决策支持 
4、抽象数据分析需求，形成有竞争力的数据产品（含相关统计模型），主动发现新的业务机会点 
5、协同内部其他部门团队，持续打造数据能力矩阵和分析工具 
6、负责数据分析的对内培训，形成数据驱动的部门文化 

任职要求： 
1、本科及以上学历，3年以上工作经验，计算机、统计学、数学、信息管理、社会学等相关专业 
2、对数据敏感，数据思路清晰，对问题能独立思考并进行数据分析 
3、熟悉互联网数据采集，具备大数据处理能力，熟练掌握一到二种数据分析工具 
4、良好的沟通能力和抗压能力 
5、有全局战略及商业思维者优先 
",广州-番禺区-金山大道东路633号（广汽乘用车有限公司）,趣丸该企业已上传营业执照并通过资质验证审核,游戏 / B轮 / 500-2000人,"['社交平台', '音频｜视频媒体', 'SQL']",“六险一金 食堂包餐 弹性上下班 双休”
56,（高级）供应链主任-大数据分析支持,6k-10k,广州,珠江新城,1-3年,本科,全职,"岗位职能 
1.每周提供给供应商未来13周陈列图货品的预估订货数量，及未来一档促销预测订货数量和重要节假日预测订货数量； 
2.每周分析和跟踪供应商的送货服务水平； 
3.和采购部、供应商三方会议，共同提高送货满足率，及沟通协商三方的备货计划； 
4.分析供应商的送货满足率，缺货率、库存周转、销售情况，分析问题和建议解决方案； 
5.擅长制作供应链相关的报表与擅长做数据分析； 
6.跟进于供应商管理相关的项目，跨部门沟通与协作。 

任职条件 
1.物流，统计学、数学、信息技术专业本科毕业，具备1-3年以上供应链管理相关的工作经验或1-3年以上数据分析工作经验； 
2.具备大数据处理能力，熟练掌握运用Excel函数、图表，excel power插件； 会Access、SQL、Tableau、Python优先 ； 
3.良好的数字敏感度，从海量数据提炼核心结果，并且提供建议给管理层。具有丰富的数据分析经验优先； 
4.良好的抗压能力，沟通能力，灵活变通能力，领导力； 
5.细心，耐心，有责任心，团队合作精神。 


您是最适合我们的人选，如果: 

您是一位 管理者 
从他们做决定的方式到他们与他人互动的方式，他们的直接影响了他们所做的一切。他们喜欢开门见山。他们往往是自律的和强硬的。 

您是一位 专注细节 
他们喜欢深入研究细节，并且擅长将风险最小化。他们在做决定之前要经过充分的考虑，在得出结论之前要考虑到所有的事实。他们会严格跟进。 

您是一位 合作者 
他们探索外部资源，发展可能对团队有帮助的联系方式。他们精力充沛，外向活泼。他们重视不同意见，喜欢合作。 

您是一位 变革** 
他们喜欢想象未来，毫不犹豫地挑战现状。他们善于产生原创的想法，对歧义也很适应。他们适应能力强，工作速度快，总是能带来乐趣。 

您是一位 问题解决者 
他们根据基于证据的观点做出决定。当他们尝试新事物时，他们会寻求尽可能多的理解，但不会贸然介入，而是进行尽职调查，并为未来制定计划。 

您是一位 冒险者 
他们快速、自发地做出决定，并且乐于承担风险。他们做任何事都带着正能量，他们相信有志者事竟成。",广州-越秀区-广州市越秀区东风东路丽丰中心,某大型互联网上市集团公司该企业已上传营业执照并通过资质验证审核,,"['IT技术服务｜咨询', 'Python', 'SQL', 'R语言']",“大厂环境 带薪年假 周末双休 五险一金”
57,数据分析师,25k-40k,广州,海珠区,5-10年,本科,全职,1、基于金融业务的需要进行数据分析和建模工作2、深入业务，理解并设计各项指标，建立各类机器学习模型所需要的数据框架3、完成基于结构化数据的数据统计、汇总、分析、归纳等基础分析，并基于对数据分析及业务的理解，建立数据分析报表系统4、灵活运用传统统计学模型和机器学习模型来完成金融建模任务，支持业务决策；5、追踪业内前沿技术，结合业务特点，探索将前沿的算法技术应用于实际业务的可能6、完成上级交代的相关工作。任职要求任职要求：,广州-海珠区-鼎新路128号唯品会总部大厦安越楼20-24楼,字节跳动该企业已上传营业执照并通过资质验证审核,"内容资讯,短视频 / D轮及以上 / 2000人以上","['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","“下午茶,六险一金,团队氛围好,带薪休假”"
58,数据分析实习生（python方向）,3k-4k,广州,海珠区,在校/应届,不限,实习,"岗位职责： 
1、协助技术人员对业务数据进行处理； 
2、了解爬虫并对爬虫技术感兴趣优先； 

岗位要求 
1、掌握python优先； 
2、在校学生优先； 
3、待遇60~100元/天； 
4、一周至少到岗三天以上（不含周末），朝九晚六； 

上班地址： 
广州市海珠区新港西路11号富力千禧商务中心9楼906-908 

广州准星信息科技有限公司（中标易），是国内**家全方位“招投标技术咨询服务”企业。荣获国家高新技术产品称号、ISO27000认证、广东省守合同重信用企业、广东省招投标协会成员、广东省网商协会理事等多项荣誉。 
公司多名创业成员来自政府采购行业和知名企业，自主开发了移动互联网时代领先的商机信息服务平台（中标易）。业务领域包括：招投标信息服务、商业分析服务、投标项目操盘、招投标培训、资质证书办理、中标金融服务等。",广州-海珠区-新港西路11号富力千禧商务中心,字节跳动该企业已上传营业执照并通过资质验证审核,"内容资讯,短视频 / D轮及以上 / 2000人以上","['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","“下午茶,六险一金,团队氛围好,扁平管理”"
59,数据分析师(J10706),15k-25k,广州,天河区,3-5年,本科,全职,"工作职责: 
1、负责数据模型的开发，维护，包括需求分析、模型设计、算法测试和优化； 
2、运用机器学习、数据挖掘技术处理海量数据，分析与挖掘潜在规律和关联，认识、建模并解决实际问题 
3、 通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，进而提供更有价值的服务 
4、负责零售药店业务方向的数据专题分析（行业品类品牌分析，行业级连锁药店人群分析等）； 
5、负责连锁药店小票数据的数据挖掘工作，完成挖掘项目中的数据需求，处理数据，输出数据及可视化结果等工作，项目包括品类人群画像研究，人货场标签建设，品类预测，优化研究等。 

任职资格: 
1、计算机、数学、统计等专业，本科以上学历，研究生以上学历优先； 
2、具有3年以上数据挖掘工作经验，有零售数据分析，医药零售分析等领域项目经验优先； 
3、熟悉数据挖掘建模过程及主流算法； 
4、熟练使用数据库，并至少熟练掌握一种语言，如Python、R等； 
5、具有独立分析和解决实际业务问题的能力；对新知识、新技术充满求知欲，逻辑严谨、思维活跃、语言表达顺畅。",广州-天河区-黄埔大道西100号富力盈泰广场A塔13楼,字节跳动该企业已上传营业执照并通过资质验证审核,"内容资讯,短视频 / D轮及以上 / 2000人以上","['扁平管理', '弹性工作', '就近租房补贴', '六险一金']","“下午茶,健身瑜伽,五险一金,股票期权”"
60,数据分析师 (MJ000655),12k-20k,广州,天河区,3-5年,本科,全职,"职位职责： 
1，数据分析能力：针对消费者运营需求有较强的数据分析和数据挖掘能力，能熟练运用SQL/Excel等进行数据提取及分析 
2，业务洞察及解读能力：对客户业务有深入理解，结合数据洞察能从中发现业务运营问题点及提出针对性改进方向 
3，沟通及汇报能力：结合客户需求及公司产品可能独立编写数据分析报告，具备出色的结构化思维能力，从而把分析的结果转化成业务决策，增强客户价值感知 
4，技能及专业能力：具备构建数据指标体系知识框架，掌握基本数据分析方法，对数据落地到业务有一定经验，熟悉主流可视化工具如Quick BI/Power BI等 


职位要求: 
 1、本科及以上学历，3年以上快消/美妆/连锁零售消费者运营分析经验 
 2、熟悉主流CRM运营方法论，对运营数据敏感及较好客户服务意识 
 3、优秀的沟通表达能力及主动性，具有良好团队协作及项目推动能力 
 4、可接受短期出差，base地广州/上海",广州-黄埔区-鱼珠智谷E-PARK A02栋云徙科技,一面数据该企业已上传营业执照并通过资质验证审核,"数据服务｜咨询,人工智能服务 / 不需要融资 / 150-500人","['数据服务｜咨询', '电商平台', 'Python', 'SQL']",“大数据人工智能；名校系大牛；技术氛围浓”
61,bi数据分析师（上市集团双休）,18k-35k,广州,珠江新城,5-10年,本科,全职,"岗位职责： 
1、负责公司各业务部门的数据需求分析，设计反映业务特征的数据体系，及时发现和定位业务问题； 
2、能独立完成数据需求或与BI配合，获取必要的数据； 
3、负责业务专题的数据模型建模、设计，研发等工作，负责指标梳理、专题分析、分析报告撰写等数据分析工作。 
4、对业务专题问题进行深入分析，为运营决策.产品方向.销售策略提供数据支持； 
5、负责公司经营分析、商业分析、用数据驱动运营，辅助公司决策； 

任职要求： 
1、本科及以上学历，计算机、统计学、应用数学相关专业； 
2、有5年以上BI数据分析经验，精通BIEE/帆软FineReport、FineBi等BI产品及有实践项目。 
3、有独立推进大型专题分析的经验，经营分析、商业分析领域优先；熟悉零售业务优先； 
4、良好的数据敏感度，能从海量数据提炼核心结果，并用简洁而清晰的方式呈现数据背后的经营决策和相关洞察，有出色的结构化思维能力； 
5、熟悉oracle/mysql等关系型数据库，有Hadoop、Hive、clickhouse等组件的项目这优先； 
6、具备良好的PPT技巧及工作汇报能力； 
7、强大的自驱力，敬业精神，良好的跨部门沟通及资源整合能力，能够独立推进项目",广州-荔湾区-大参林总部,浩瀚深度该企业已上传营业执照并通过资质验证审核,数据服务｜咨询 / 上市公司 / 150-500人,"['绩效奖金', '年底双薪', '五险一金', '通讯津贴']",“平台稳定、福利待遇好、弹性工作、出国游”
62,数据分析实习生（python方向）,2k-4k,广州,海珠区,在校/应届,大专,实习,"岗位职责：1、协助技术人员对业务数据进行处理；2、了解爬虫并对爬虫技术感兴趣优先；岗位要求
1、掌握python优先；2、在校学生优先；3、待遇60~100元/天；4、一周至少到岗三天（不含周末），朝九晚六；",广州-海珠区-新港西路11号富力千禧商务中心,钱大妈该企业已上传营业执照并通过资质验证审核,新零售 / D轮及以上 / 2000人以上,"['新零售', '批发｜零售', 'Python', 'R语言', 'Hadoop']",“周末双休、扁平管理、公司平台大、项目成长”
63,数据分析运营（base珠海）,18k-30k,广州,新港,3-5年,本科,全职,"工作职责： 
1、数据可视化，负责日常业务数据统计和分析、产出对应的数据报表； 
2、数据分析，对数据进行多维度分析、协助业务进行分析诊断，形成专项分析报告； 
3、数据监控，建立数据跟踪监控体系，实时进行监控跟踪，及时发出业务数据变化趋势； 
4、完善数据分析工具，提升团队工作效果。 
职位要求： 
1、熟练使用SQL进行数据提取查询；熟悉数仓、掌握数据建模方式； 
2、对数据有较高敏感度，自我驱动力强，执行力强； 
3、具有良好的沟通协调能力，能承担一定工作压力； 
4、有4年数据运营的工作经验优先，有统计学背景，有B端产品的经验者优先考虑。",广州-天河区-广州市天河区建中路60号科迅大厦六楼,运通信息该企业已上传营业执照并通过资质验证审核,"数据服务｜咨询,区块链 / 上市公司 / 150-500人","['软件服务｜咨询', '信息安全', 'MySQL', 'ORACLE']",“国企背景 智慧城市 团队氛围好”
64,脑电信号数据分析研究专员（工作地点杭州）,18k-30k,广州,天河北,在校/应届,博士,全职,"工作地点杭州之江实验室新园区工作内容：
非植入式脑机接口的脑电信号的采集以及脑信息解码分析，实现脑控光标，脑控机械臂等。
任职要求：
计算神经科学，物理，应用数学，计算机，生物医学工程，机器学习等相关专业背景，具有相关研究经历或海内外优秀高校博士学位者优先。具有优秀的算法和数据处理能力，熟悉掌握C/C++,Python,或MATLAB语言中的一种或多种熟悉脑电信号记录和数据分析在本领域有发表1-2篇以上高质量论文",广州-黄埔区-工作地点杭州市之江实验室新园区,众安保险该企业已上传营业执照并通过资质验证审核,科技金融 / 上市公司 / 2000人以上,"['科技金融', '数据服务｜咨询', 'MySQL']",“项目好”
65,大数据分析系统开发工程师（工作地点杭州）,14k-20k,广州,大沙,在校/应届,硕士,全职,"工作地点杭州之江实验室新园区岗位职责：
1、参与实验室大数据分析与挖掘相关项目，负责大数据交互式分析平台的后端开发；2、负责后端具体的需求迭代和技术流程设计，与前端工程师和算法工程师一起实现具体的需求功能；3、沉淀技术文档，与团队一起参与项目的开源计划。岗位要求：
1、计算机，软件工程，电子信息科学等相关专业的优秀应届硕士；2、熟悉常见的大数据系统架构；",广州-黄埔区-工作地点杭州市之江实验室新园区,佰聆数据,"数据服务｜咨询,软件服务｜咨询,信息安全 / D轮及以上 / 150-500人","['数据服务｜咨询', 'Python', '数据挖掘', 'R语言']",“有竞争力的薪酬、资深带教、发展空间大”
66,海外数据分析师,15k-30k,广州,海珠区,1-3年,本科,全职,"岗位职责： 
1、为游戏立项、测试、上市发行、广告买量、精细化运营等全生命周期业务提供数据分析支持； 
2、对用户特征/游戏行为数据/平台算法进行数据挖掘、统计建模分析，为广告投放优化等提供依据； 
3、作为沟通桥梁协助投放/营销/运营与BI等支持部门的对接，帮助业务需求落地； 
4、为各项业务建立数据指标和预估、监控体系，并定期进行数据分析复盘及数据汇报工作。 

岗位要求： 
1、本科及以上学历，数学、统计学、计算机等相关专业； 
2、1年以上游戏数据分析经验，如市场分析、运营分析、广告买量等，熟悉广告投放者优先； 
3、掌握常用统计方法及技术（相关分析、线性和逻辑回归、决策树等），精通1种以上统计分析工具软件，如Python、SQL、SAS； 
4、良好的沟通能力，能清晰、准确的在业务伙伴中传达自己的想法； 
5、热爱游戏，对游戏有一定理解。",广州-天河区-中信广场中天,数立方该企业已上传营业执照并通过资质验证审核,数据服务｜咨询 / 上市公司 / 50-150人,"['人工智能服务', '', '数据挖掘']","“大数据,数据分析,数据挖掘,数据处理”"
67,高级媒介专员（数据分析方向）,6k-12k,广州,黄埔区,3-5年,本科,全职,"岗位职责：1、 项目执行：负责品牌项目执行各流程的相关工作，包含但不限于资源包/排期的制作，广告的发布，广告数据的监控，保证KPI的完成，以及上线后的拷屏、数据报告等2、 资源管理：负责媒体内部资源运营管理，包括但不限于资源的规划、定价管理等3、 数据分析：对媒体内部大数据进行分析洞察，包含但不限于客户、行业、竞媒等数据分析，不断更新和优化资源，提升资源转化效率和售卖率4、 系统对接：负责广告投放系统的优化及功能迭代需求，与产品开发部门对接并跟进开发进度5、 领导安排的其他统计分析类工作任职要求：
1. 本科以上学历，数学/统计学专业优先",广州-天河区-珠江东路28号,中能智研该企业已上传营业执照并通过资质验证审核,软件服务｜咨询 / 上市公司 / 500-2000人,"['数据服务｜咨询', '软件服务｜咨询', 'SQL Server', 'BI']",“环境好 晋升快”
68,数据建模,14k-22k,广州,新港,3-5年,本科,全职,"工作内容/职位描述： 
1、移动认证业务数据建模与分析方向； 
2、负责机器学习、精准营销模型设计和实现，负责规划、设计、推动大型算法的实现； 
3、负责模型构建、数据采集、特征抽取、代码编写、模型训练，能够完成模型部署； 
4、根据业务遇到的实际问题，进行针对性数据分析，找到最优策略和算法解决方案； 
5、通过数据建模与数据分析，助力移动认证业务规模提升，精准营销活动转化效果 

任职要求： 
1、本科及以上学历，统计学、数学、计算机相关专业； 
2、熟悉Linux/Hadoop/Hive/Hbase/Spark大数据平台技术，熟练掌握Python、SQL、SAS、R等相关工具或语言的使用； 
3、熟悉机器学习、建模算法和原理，如决策树、随机森林、Logistic回归等，并具备相关工作经验， 
4、数学基础理论扎实，有良好的抽象思维和逻辑思维能力，能够独立分析和解决问题； 
5、三年以上工作经验，有较强的沟通能力和团队协作能力。",广州-天河区-高唐路333号南方基地园区,有车以后该企业已上传营业执照并通过资质验证审核,"内容资讯,汽车交易平台 / C轮 / 150-500人","['汽车交易平台', '电商平台']",“发展空间较大，团队氛围好，领导nice”
69,数据分析师 (MJ000621),20k-30k,广州,天河区,5-10年,本科,全职,"【一】岗位职责： 
1、为产品或运营策略提供数据分析支持，为产品运营、销售策略提供数据支持 ； 
2、负责业务数据收集整理，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析和建模，对相关数据进行深度挖掘分析 ； 
3、对公司业务的运营进行评估和建议，从数据的角度推动公司运营决策、产品方向和运营 ； 
4. 深入理解业务，发现业务特征潜在机会，给出有效的行动建议。 


【二】岗位要求： 
1、***高校本科以上学历，应用数学、统计学或相关专业； 
2、五年（含）以上数据分析经验，有过海量数据分析经验，熟练使用SQL语言进行数据分析工作； 
3、具备良好的沟通能力和表达能力，有独立开展业务调研、数据分析、报告编写的经验； 
4、热爱互联网产品，热爱数据分析工作，善思考、逻辑思维能力强，善于用简单语言表述复杂结论； 
5. 对数据驱动业务有深入理解，对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力。",广州-黄埔区-黄埔大道东840号行信中心,信必优Symbio(深圳)该企业已上传营业执照并通过资质验证审核,"IT技术服务｜咨询,专业服务｜咨询,软件服务｜咨询 / 未融资 / 2000人以上","['科技金融', 'IT技术服务｜咨询', '数据挖掘']",“高薪 周末双休”
70,数据分析师,14k-20k,广州,番禺区,3-5年,本科,全职,"岗位职责： 
1、负责电网相关主题建设工作。主要包括需求分析、数据清洗和处理、模型构建和评估、策略设计等工作； 
2、负责需求调研与需求分析。与客户顺畅沟通需求并理解业务，能根据调研结果进行需求分析、场景设计和模型构建； 
3、负责梳理业务逻辑、业务指标的计算规则，确保分析方案的合理、可行； 
4、对接客户介绍分析主题应用场景，促进客户理解并认可分析主题业务价值； 
5、负责进行项目交付现场的计划编制、文档管理、工作组织、进度控制； 
6、负责团队技术管理，指导数据分析团队完成分析主题及技术实施工作。 

任职要求： 
1、本科以上学历，统计学，数学等相关专业，3年以上数据分析经验； 
2、具备较好的沟通表达能力以及清晰的逻辑思维能力，能理解客户需求，结合业务知识和数据分析能力，顺畅与客户进行沟通交流； 
3、熟练使用sql，具备扎实的sql功底，能按需求对业务数据库进行数据清洗、处理和探索工作； 
4、掌握R和Python其中一种，熟练使用各类数据挖掘算法（如逻辑回归、随机森林等）应用于实际业务中。 
5、具备一定的文档编制和汇报能力。包括需求调研分析报告、模型建设及分析报告、工作方案等相关文档； 
6、具备较强的责任心、上进心及积极的工作态度且稳定性强，有意愿往项目经理方向发展 
7、有电力电网行业相关经验优先。",广州-黄埔区-云升,大圣科技该企业已上传营业执照并通过资质验证审核,"人工智能服务,数据服务｜咨询 / A轮 / 150-500人","['数据服务｜咨询', 'IT技术服务｜咨询', 'ORACLE']",“六险一金，福利好，团队融洽”
71,高级数据分析师（AB实验方向）,20k-40k,广州,越秀区,3-5年,硕士,全职,岗位职责：1、负责公司ab实验平台相关数据分析工作；2、负责对实验平台的流量划分算法的优化工作，包括流量的均衡性，实验结果的置信评估等4、分析A/B实验数据，为实验的效果及问题提出合理的解释及优化建议；5、跨团队合作，与产品、研发配合，推动优化方案执行落地。任职要求：1、研究生及以上学历，统计学、计算机相关专业优先；2、熟练使用Hive，用过spark SQL/presto的优先，精通SQL/Excel/Python/R等工具；3、熟练掌握统计学知识，并能够熟练应用于实验的设计，实验的分析等工作。4、具备结构化思维及数据敏感度，有较强学习能力、团队协作能力，主动性强，细心负责； ,广州-番禺区-广州市番禺区市桥街兴泰路274号C栋西塔BIGO公司,屈臣氏中国该企业已上传营业执照并通过资质验证审核,新零售 / 不需要融资 / 2000人以上,"['新零售', '批发｜零售', 'Python', 'MySQL']",“大数据分析 Tableau phyon Access SQL”
72,数据分析师/高级数据分析师(J13098),10k-20k,广州,琶洲,3-5年,本科,全职,工作职责:1. 根据团队经理的指导，参与研究项目执行以及公司日常运营，收集并整理社会化媒体行业资讯；2. 负责数据整理及分析，监控品牌舆情，撰写研究分析报告；3. 根据监测数据，及时发现问题并提出合理性解决方案及建议；4. 参与公司和团队要求的其它资讯整理和研究工作。任职资格:1. 本科及以上学历，广告、市场营销、心理学、 统计等相关专业优先；2. 1-2年市场研究公司或者广告公司项目研究、媒介策略、消费者分析等相关经验（高级数据分析师），可以独立完成一些简单的项目研究和报告撰写；,广州-海珠区-保利中悦广场,广州致景信息科技有限公司该企业已上传营业执照并通过资质验证审核,电商平台 / D轮及以上 / 2000人以上,"['科技金融', '金融业', 'Python']",“独角兽企业”
73,数据分析 (MJ000045),15k-30k,广州,东晓,3-5年,本科,全职,岗位职责：1.负责公司的数据仓库建设和报表数据体系建设；2.完善项目数据指标体系，搭建准确反映业务运作健康状况的数据分析报表体系;3.深入了解行业及业务痛点，通过数据分析及挖掘，辅助驱动产品、运营及决策；岗位要求：1.熟悉数据统计流程，负责过互联网产品的统计分析工作，具备直播、游戏、社交从业经验最佳；2.很强的商业洞察能力，数字敏感性与逻辑思维能力；3.熟练数据仓库建设，熟练使用HQL，快速学习能力强，熟悉阿里云Maxcompute相关产品更佳；,广州-天河区-建中路59号天河软件园雅爵商务大厦5F/9F,准星科技该企业已上传营业执照并通过资质验证审核,"移动互联网,电商 / 不需要融资 / 15-50人","['专业服务｜咨询', '数据服务｜咨询']",“提供实习证明 转正机会”
74,大数据数据建模架构师,30k-45k,广州,珠江新城,5-10年,本科,全职,"1、 负责对接各类数据源，并与相关的开发团队进行沟通，确认数据处理逻辑，制定配套制度和流程； 
2、 根据数据产品规划，设计合适的数据模型，保证数据的准确性、完整性、一致性； 
3、 维护现有数据模型，并完成模型设计相关的文档； 
4、 为各类数据需求提供逻辑支撑. 
任职要求： 
1、***大学本科及以上学历，模式识别、机器学习、计算机科学、通信、自动化等相关专业背景。 
2、7年以上相关数据建模经验，精通数据挖掘相关的算法，并构建过大规模的数据挖掘系统。 
3、熟悉逻辑回归、随机森林、决策树、神经网络等机器学习原理和常用算法，并有过相关的应用经验。 
4、有熟练的Java编程经验；有GPU的编程经验者优先考虑。 
5、熟练使用TensorFlow及Python相关的数据分析模块，例如：numpy、pandas，实现机器学习算法。 
6、对Hadoop的Map/Reduce原理有深入研究，有相关项目的实际开发经验。",广州-花都区-秀塘村高信2路6号,广州中康数字科技有限公司该企业已上传营业执照并通过资质验证审核,"IT技术服务｜咨询,人工智能服务 / 不需要融资 / 500-2000人","['数据服务｜咨询', 'Python']",“大健康领域 发展前景好 成长空间大”
75,高级数据分析师(商务中心）,20k-30k,广州,黄埔区,3-5年,本科,全职,"1、配合商务部类的生意规划，以数据分析成果支持招商和运营同事解决业务问题，涉及 品牌梯队管理、采买备货、品牌商沟通、货品运营、促销活动、提升日常运营效率、客户池营销、利润管控及供应链方面 等等前端后台的多种电商业务场景； 
2、定位商务部类当前经营的症结问题，发现新的增长机会点，作为专项分析主题开展数据分析工作，为业务部门提供可落地的商业策略和业务优化建议，持续改进运营效果； 
3、优化和完善商务部类日常经营的数据分析和报表监控体系，包括但不仅限于KPI指标体系、重点运营工作监控报表、货品分析体系等等； 


1、 本科及以上学历；3年及以上的数据分析相关的工作经验，零售、互联网行业背景优先； 
2、 优秀的分析能力，逻辑严密，思维灵活，具备商业敏感度，良好的报告展示能力； 
3、 有较强的团队沟通协调能力，有终身持续学习的意识和习惯； 
4、 掌握 hive/presto 等SQL类数据库查询提取工具，熟练操作MS office工具；有excel VBA/ Python 实战经验者优先； 
5、 同等条件下，优先考虑对零售行业有热情，喜欢思考分析商业问题，喜欢逛街，喜欢购物，熟悉时尚潮流者。",广州-海珠区-广州市海珠区鼎新路128号唯品会总部大厦,云徙科技该企业已上传营业执照并通过资质验证审核,数据服务｜咨询 / D轮及以上 / 500-2000人,"['软件服务｜咨询', 'IT技术服务｜咨询']",“五险一金 双休”
76,数据分析师（智能备货） (MJ004587),15k-25k,广州,东晓,1-3年,本科,全职,"岗位职责： 
1、对门店SKU粒度的供需体系进行深入数据分析和挖掘，对挖掘结果的合理性进行验证，达到对业务指标与门店销售以及毛利的提升； 
2、对门店商品粒度的价格需求弹性，对季节性商品识别，替代商品的货量配比关系、区域性商品偏好等进行挖掘，从数据异动中感知数据背后的业务原理，找出原因，提炼有价值的信息，指导业务决策。 


任职资格： 
1、本科以上学历，计算机或数学/统计学专业，1年以上互联网或大零售行业预测等数据挖掘分析研发工作经验； 
2、具备扎实的Python/R编程基础，数理统计基础扎实，熟练应用SQL等数据分析技能； 
3、具备良好的团队合作精神和协调沟通能力，有与产品、架构、数据开发等多方密切配合的经验和意识，驱动协调多个团队达成目标。 



岗位亮点： 
1、团队成员优秀，大牛云集，来自华为、阿里； 
2、项目丰富，成熟项目&业内孵化新项目； 
3、新零售领域宽广的业务前景，巨大的业务价值和社会价值。",广州-海珠区-广州大道南1601-1603号广州创投小镇28号楼,准星科技该企业已上传营业执照并通过资质验证审核,"移动互联网,电商 / 不需要融资 / 15-50人","['专业服务｜咨询', '数据服务｜咨询', '爬虫']",“朝九晚六 周末双休 提供转正 实习证明”
